,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
3052,New York,US,2021-02-24 05:31:21,42.1657,-74.9481,6923,111,111,,36.0,8249.862325977234,36760944.0,,2.9185764524964917,84000036.0,USA,188967.6856591963,
3053,North Carolina,US,2021-02-24 05:31:21,35.6301,-79.8064,1514,31,31,,37.0,8069.0047867656285,10095431.0,,1.2956643396306675,84000037.0,USA,96256.19893967287,
3054,North Dakota,US,2021-02-24 05:31:21,47.5289,-99.78399999999999,104,1,1,661.0,38.0,13045.657702391667,1395829.0,,1.4776293554357447,84000038.0,USA,183164.75562355825,
3055,Northern Mariana Islands,US,2021-02-24 05:31:21,15.0979,145.6739,0,0,0,112.0,69.0,259.3210503409256,17572.0,,1.3986013986013983,580.0,MNP,31865.660815319887,
3056,Ohio,US,2021-02-24 05:31:21,40.3888,-82.7649,2775,25,25,45499.0,39.0,8196.978381569153,9830863.0,,1.9350771745222317,84000039.0,USA,84102.82228743017,
3057,Oklahoma,US,2021-02-24 05:31:21,35.5653,-96.9289,367,24,24,15051.0,40.0,10645.086860631529,3430090.0,,1.00350645620016,84000040.0,USA,86684.73941305104,
3058,Oregon,US,2021-02-24 05:31:21,44.571999999999996,-122.0709,510,6,6,,41.0,3642.830266562377,3498165.0,,1.4071398353347002,84000041.0,USA,82939.38194818691,
3059,Pennsylvania,US,2021-02-24 05:31:21,40.5908,-77.2098,2902,97,97,85101.0,42.0,7230.8295218813255,10150802.0,,2.5607924899264334,84000042.0,USA,79290.81957498947,
3060,Puerto Rico,US,2021-02-24 05:31:21,18.2208,-66.5901,219,3,3,8021.0,72.0,3114.7630298957883,1681960.0,,1.9964614580401303,630.0,PRI,52665.033030716164,
3061,Rhode Island,US,2021-02-24 05:31:21,41.6809,-71.5118,282,5,5,,44.0,11729.901327309575,2902822.0,,2.007854372213549,84000044.0,USA,274016.31738378137,
3062,South Carolina,US,2021-02-24 05:31:21,33.8569,-80.945,1323,25,25,267762.0,45.0,9845.409941200849,4849625.0,,1.6486096206047598,84000045.0,USA,94190.99604289538,
3063,South Dakota,US,2021-02-24 05:31:21,44.2998,-99.4388,212,0,0,1938.0,46.0,12608.926151206284,418787.0,,1.6701629820881072,84000046.0,USA,47338.8051215214,
3064,Tennessee,US,2021-02-24 05:31:21,35.7478,-86.6923,1226,45,45,17386.0,47.0,11235.839063406496,6804207.0,,1.4593745723724938,84000047.0,USA,99634.4067379159,
3065,Texas,US,2021-02-24 05:31:21,31.0545,-97.5635,10583,220,220,220834.0,48.0,9025.750933382573,19242281.0,,1.6247397879176002,84000048.0,USA,66362.1188126686,
3066,Utah,US,2021-02-24 05:31:21,40.15,-111.8624,716,12,12,19767.0,49.0,11472.046732989016,2809360.0,,0.507084224922442,84000049.0,USA,87629.34511306761,
3067,Vermont,US,2021-02-24 05:31:21,44.0459,-72.7107,83,1,1,2585.0,50.0,2354.3684263664904,1029049.0,,1.3545708256755835,84000050.0,USA,164914.60586644956,
3068,Virgin Islands,US,2021-02-24 05:31:21,18.3358,-64.8963,10,0,0,81.0,78.0,2413.5809374650407,46486.0,,0.9656237929702588,850.0,VIR,43336.31651564306,
3069,Virginia,US,2021-02-24 05:31:21,37.7693,-78.17,1769,172,172,,51.0,6643.286717538793,5778994.0,,1.3505243907385558,84000051.0,USA,67705.2444028301,
3070,Washington,US,2021-02-24 05:31:21,47.4009,-121.4905,731,24,24,,53.0,4408.374484053814,5120226.0,,1.4540070838534018,84000053.0,USA,67239.63160086426,
3071,West Virginia,US,2021-02-24 05:31:21,38.4912,-80.9545,285,11,11,8528.0,54.0,7261.6253019423075,2153621.0,,1.7473624355496815,84000054.0,USA,120169.88561764185,
3072,Wisconsin,US,2021-02-24 05:31:21,44.2685,-89.6165,707,39,39,60947.0,55.0,10535.43930253224,6709759.0,,1.1264730958773692,84000055.0,USA,115239.7605537478,
3073,Wyoming,US,2021-02-24 05:31:21,42.756,-107.3025,44,9,9,605.0,56.0,9320.63259491429,625036.0,,1.2438825448613378,84000056.0,USA,107995.90157561263,
3074,Alabama,US,2021-02-25 05:31:00,32.3182,-86.9023,1247,84,84,205231.0,1.0,9997.991101702259,4000818.0,,1.9876790012647385,84000001.0,USA,81596.309337706,
3075,Alaska,US,2021-02-25 05:31:00,61.3707,-152.4044,188,0,0,,2.0,7927.878667751129,1662156.0,,0.500034485136906,84000002.0,USA,227211.7231339152,
3076,American Samoa,US,2021-02-25 05:31:00,-14.270999999999999,-170.132,0,0,0,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,
3077,Arizona,US,2021-02-25 05:31:00,33.7298,-111.4312,1310,43,43,,4.0,11155.372574589725,7512395.0,,1.9327116339560182,84000004.0,USA,51074.2483874562,
3078,Arkansas,US,2021-02-25 05:31:00,34.9697,-92.3731,803,10,10,4703.0,5.0,10517.449112003298,2618676.0,,1.6972488626195668,84000005.0,USA,86774.22390586002,
3079,California,US,2021-02-25 08:30:46,36.1162,-119.6816,6039,1174,1174,,6.0,9135.884356595174,47652172.0,,1.4032945397669838,84000006.0,USA,120601.09095861301,
3080,Colorado,US,2021-02-25 05:31:00,39.0598,-105.3111,1168,10,10,,8.0,7355.051525195807,6080273.0,,1.3969751486219124,84000008.0,USA,105583.46484367402,
3081,Connecticut,US,2021-02-25 05:31:00,41.5978,-72.7554,1493,23,23,,9.0,7802.5696108055245,6227431.0,,2.7302073447789947,84000009.0,USA,174668.43482726635,
3082,Delaware,US,2021-02-25 05:31:00,39.3185,-75.5071,278,23,23,,10.0,8780.97773177074,1368734.0,,1.6396510186419666,84000010.0,USA,140561.16266364336,
3083,Diamond Princess,US,2021-02-25 05:31:00,,,0,0,0,,88888.0,,,,0.0,84088888.0,USA,,
3084,District of Columbia,US,2021-02-25 05:31:00,38.8974,-77.0268,99,3,3,10410.0,11.0,5659.6608709328675,1204605.0,,2.506071151390732,84000011.0,USA,170684.6201694937,
3085,Florida,US,2021-02-25 05:31:00,27.7663,-81.6868,7128,127,127,,12.0,8779.607460506662,22884978.0,,1.6089848599509669,84000012.0,USA,106552.09159139996,
3086,Georgia,US,2021-02-25 05:31:00,33.0406,-83.6431,3240,137,137,,13.0,9362.544941460843,7096779.0,,1.7165948568548608,84000013.0,USA,66840.88031530815,
3087,Grand Princess,US,2021-02-25 05:31:00,,,0,0,0,,99999.0,,,,2.9126213592233015,84099999.0,USA,,
3088,Guam,US,2021-02-25 05:31:00,13.4443,144.7937,2,0,0,44.0,66.0,4706.233369258779,116893.0,,1.6819769698537974,316.0,GUM,71176.83234995037,
3089,Hawaii,US,2021-02-25 05:31:00,21.0943,-157.4983,49,4,4,,15.0,1984.1482845906974,1075225.0,,1.5484284341294985,84000015.0,USA,75940.83363467884,
3090,Idaho,US,2021-02-25 05:31:00,44.2405,-114.4788,423,0,0,75590.0,16.0,9528.976282340038,633858.0,,1.0805160638678952,84000016.0,USA,35469.219082685864,
3091,Illinois,US,2021-02-25 05:31:00,40.3495,-88.9861,2022,47,47,,17.0,9306.807600896507,17804537.0,,1.9142030047263645,84000017.0,USA,140504.9597843909,
3092,Indiana,US,2021-02-25 05:31:00,39.8494,-86.2583,1006,17,17,,18.0,9774.533478486068,7856992.0,,1.894557042624874,84000018.0,USA,116707.31448278793,
3093,Iowa,US,2021-02-25 05:31:00,42.0115,-93.2105,701,15,15,17584.0,19.0,10607.213152164612,1305902.0,,1.6180359463941554,84000019.0,USA,41390.587213595885,
3094,Kansas,US,2021-02-25 05:31:00,38.5266,-96.7265,1098,79,79,,20.0,10132.4127780253,1248768.0,,1.5986368055720233,84000020.0,USA,42864.17461351575,
3095,Kentucky,US,2021-02-25 05:31:00,37.6681,-84.6701,1294,51,51,348555.0,21.0,8960.078322652531,3862877.0,,1.1308820480281383,84000021.0,USA,86462.84094650616,
3096,Louisiana,US,2021-02-25 05:31:00,31.1695,-91.8678,877,25,25,8934.0,22.0,9183.56459761392,5467897.0,,2.2317737307489605,84000022.0,USA,117619.68803091727,
3097,Maine,US,2021-02-25 05:31:00,44.6939,-69.3819,164,17,17,30444.0,23.0,3265.8538980458443,1595407.0,,1.542141230068337,84000023.0,USA,118687.15649019649,
3098,Maryland,US,2021-02-25 05:31:00,39.0639,-76.8021,862,27,27,361075.0,24.0,6260.503367693957,7718790.0,,2.057914343839996,84000024.0,USA,127674.47168887535,
3099,Massachusetts,US,2021-02-25 05:31:00,42.2302,-71.5301,2102,62,62,80144.0,25.0,8326.220532657004,15776531.0,,2.7784312187981914,84000025.0,USA,228894.0752002575,
3100,Michigan,US,2021-02-25 05:31:00,43.3266,-84.5361,1558,9,9,95801.0,26.0,6421.139303386441,10161008.0,,2.5557097634381774,84000026.0,USA,101743.80187880932,
3101,Minnesota,US,2021-02-25 05:31:00,45.6945,-93.9002,754,9,9,6365.0,27.0,8526.176885300318,6785781.0,,1.35407459784338,84000027.0,USA,120323.11682748096,
3102,Mississippi,US,2021-02-25 05:31:00,32.7416,-89.6787,669,28,28,11849.0,28.0,9807.674279748762,1728077.0,,2.2628309882798714,84000028.0,USA,58064.19638264079,
3103,Missouri,US,2021-02-25 05:31:00,38.4561,-92.2884,889,17,17,,29.0,9129.671256428588,4422930.0,,1.4675359209889942,84000029.0,USA,72064.87799123673,
3104,Montana,US,2021-02-25 05:31:00,46.9219,-110.4544,202,2,2,1854.0,30.0,9285.557898833997,1059973.0,,1.35829588279156,84000030.0,USA,99176.16193447096,
3105,Nebraska,US,2021-02-25 05:31:00,41.1254,-98.2681,380,4,4,44143.0,31.0,10327.810885811059,2335453.0,,1.028120651510146,84000031.0,USA,120732.18266260273,
3106,Nevada,US,2021-02-25 05:31:00,38.3135,-117.0554,516,16,16,,32.0,9481.954810081048,2686592.0,,1.6842487305647147,84000032.0,USA,87222.59521920317,
3107,New Hampshire,US,2021-02-25 05:31:00,43.4525,-71.5639,335,2,2,2783.0,33.0,5461.3075866857,1419496.0,,1.5580812841714025,84000033.0,USA,104396.890221525,
3108,New Jersey,US,2021-02-25 05:31:00,40.2989,-74.521,3119,99,99,,34.0,8729.671398607776,10487491.0,,2.976195082191321,84000034.0,USA,118073.25670808664,
3109,New Mexico,US,2021-02-25 05:31:00,34.8405,-106.2485,446,14,14,42873.0,35.0,8764.71090394114,2642422.0,,1.9904125018364252,84000035.0,USA,126019.90911037572,
3110,New York,US,2021-02-25 05:31:00,42.1657,-74.9481,6139,120,120,,36.0,8281.419530336889,36977757.0,,2.9149035617564154,84000036.0,USA,190082.20140261206,
3111,North Carolina,US,2021-02-25 05:31:00,35.6301,-79.8064,3346,109,109,,37.0,8100.907658634313,10137041.0,,1.3033908877982179,84000037.0,USA,96652.9348925886,
3112,North Dakota,US,2021-02-25 05:31:00,47.5289,-99.78399999999999,115,1,1,672.0,38.0,13060.74833806173,1399342.0,,1.4769267866292914,84000038.0,USA,183625.7417375489,
3113,Northern Mariana Islands,US,2021-02-25 05:31:00,15.0979,145.6739,0,0,0,112.0,69.0,259.3210503409256,17572.0,,1.3986013986013983,580.0,MNP,31865.660815319887,
3114,Ohio,US,2021-02-25 05:31:00,40.3888,-82.7649,1842,31,31,43998.0,39.0,8212.736652094687,9849578.0,,1.9345934093406736,84000039.0,USA,84262.92871136358,
3115,Oklahoma,US,2021-02-25 05:31:00,35.5653,-96.9289,815,37,37,14615.0,40.0,10665.683423002087,3445441.0,,1.01033556220056,84000040.0,USA,87072.68766943201,
3116,Oregon,US,2021-02-25 05:31:00,44.571999999999996,-122.0709,417,32,32,,41.0,3652.7170850150205,3510691.0,,1.4241019849151642,84000041.0,USA,83236.36585211454,
3117,Pennsylvania,US,2021-02-25 05:31:00,40.5908,-77.2098,2766,78,78,76103.0,42.0,7252.435539508742,10190768.0,,2.5615645760272967,84000042.0,USA,79603.00543923293,
3118,Puerto Rico,US,2021-02-25 05:31:00,18.2208,-66.5901,43,21,21,7485.0,72.0,3116.1094331517047,1687912.0,,2.016700328580472,630.0,PRI,52851.400290697864,
3119,Rhode Island,US,2021-02-25 05:31:00,41.6809,-71.5118,456,4,4,,44.0,11772.94614394904,2922011.0,,2.0037203932070757,84000044.0,USA,275827.69235416444,
3120,South Carolina,US,2021-02-25 05:31:00,33.8569,-80.945,2132,41,41,269853.0,45.0,9886.818339492153,4905303.0,,1.6497591563794092,84000045.0,USA,95272.39229057977,
3121,South Dakota,US,2021-02-25 05:31:00,44.2998,-99.4388,262,1,1,1891.0,46.0,12638.542082316464,419827.0,,1.6671436748712078,84000046.0,USA,47456.36454272211,
3122,Tennessee,US,2021-02-25 05:31:00,35.7478,-86.6923,1631,68,68,14426.0,47.0,11259.721893160138,6833344.0,,1.4651223883081517,84000047.0,USA,100061.06155737137,
3123,Texas,US,2021-02-25 05:31:00,31.0545,-97.5635,7756,310,310,214013.0,48.0,9052.499560196153,19303921.0,,1.6317491424278396,84000048.0,USA,66574.70073076931,
3124,Utah,US,2021-02-25 05:31:00,40.15,-111.8624,812,14,14,19001.0,49.0,11497.374575711849,2819300.0,,0.5097653017761753,84000049.0,USA,87939.39284295053,
3125,Vermont,US,2021-02-25 05:31:00,44.0459,-72.7107,77,2,2,2569.0,50.0,2366.7083874876002,1031951.0,,1.3610509209100758,84000050.0,USA,165379.6781674036,
3126,Virgin Islands,US,2021-02-25 05:31:00,18.3358,-64.8963,34,0,0,111.0,78.0,2445.2772495059107,46979.0,,0.9531071292413268,850.0,VIR,43795.91304023568,
3127,Virginia,US,2021-02-25 05:31:00,37.7693,-78.17,1907,149,149,,51.0,6665.628651286464,5799799.0,,1.372186464093253,84000051.0,USA,67948.99056519,
3128,Washington,US,2021-02-25 05:31:00,47.4009,-121.4905,872,31,31,,53.0,4419.825728345756,5145517.0,,1.4594506261791926,84000053.0,USA,67571.75708181324,
3129,West Virginia,US,2021-02-25 05:31:00,38.4912,-80.9545,243,11,11,8067.0,54.0,7275.18445752497,2162020.0,,1.7525425288766854,84000054.0,USA,120638.54136965328,
3130,Wisconsin,US,2021-02-25 05:31:00,44.2685,-89.6165,841,26,26,60916.0,55.0,10549.883433629304,6737019.0,,1.1291635463810112,84000055.0,USA,115707.94963068713,
3131,Wyoming,US,2021-02-25 05:31:00,42.756,-107.3025,44,0,0,638.0,56.0,9328.235068482736,629838.0,,1.2428687856560716,84000056.0,USA,108825.60789551436,
3132,Alabama,US,2021-02-26 05:30:48,32.3182,-86.9023,890,87,87,196149.0,1.0,10016.14256855493,4014517.0,,2.0017918592576,84000001.0,USA,81875.69916289106,
3133,Alaska,US,2021-02-26 05:30:48,61.3707,-152.4044,183,0,0,,2.0,7952.894217033812,1671043.0,,0.4984616442358927,84000002.0,USA,228426.5492895174,
3134,American Samoa,US,2021-02-26 05:30:48,-14.270999999999999,-170.132,0,0,0,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,
3135,Arizona,US,2021-02-26 05:30:48,33.7298,-111.4312,939,121,121,,4.0,11168.273199796064,7549777.0,,1.945363983825948,84000004.0,USA,51225.63495736955,
3136,Arkansas,US,2021-02-26 05:30:48,34.9697,-92.3731,726,10,10,4747.0,5.0,10541.506340372005,2627733.0,,1.6965189455617655,84000005.0,USA,87074.34280026138,
3137,California,US,2021-02-26 08:30:29,36.1162,-119.6816,6041,487,487,,6.0,9151.170765562847,47814160.0,,1.4144189814181027,84000006.0,USA,121011.06029898649,
3138,Colorado,US,2021-02-26 05:30:48,39.0598,-105.3111,1119,8,8,,8.0,7374.482872630383,6119346.0,,1.395177982325391,84000008.0,USA,106261.96443108347,
3139,Connecticut,US,2021-02-26 05:30:48,41.5978,-72.7554,975,19,19,,9.0,7829.916637847107,6267131.0,,2.7274778889450095,84000009.0,USA,175781.94967193383,
3140,Delaware,US,2021-02-26 05:30:48,39.3185,-75.5071,295,4,4,,10.0,8811.272546530781,1371551.0,,1.6386755399121222,84000010.0,USA,140850.45247102994,
3141,Diamond Princess,US,2021-02-26 05:30:48,,,0,0,0,,88888.0,,,,0.0,84088888.0,USA,,
3142,District of Columbia,US,2021-02-26 05:30:48,38.8974,-77.0268,179,4,4,10438.0,11.0,5685.023995783205,1209653.0,,2.504860176461792,84000011.0,USA,171399.88862896015,
3143,Florida,US,2021-02-26 05:30:48,27.7663,-81.6868,6640,138,138,,12.0,8810.523194319774,22981739.0,,1.6106317123967064,84000012.0,USA,107002.60925999793,
3144,Georgia,US,2021-02-26 05:30:48,33.0406,-83.6431,3327,135,135,,13.0,9393.880228752309,7125751.0,,1.7244041436231436,84000013.0,USA,67113.75255558718,
3145,Grand Princess,US,2021-02-26 05:30:48,,,0,0,0,,99999.0,,,,2.9126213592233015,84099999.0,USA,,
3146,Guam,US,2021-02-26 05:30:48,13.4443,144.7937,0,0,0,40.0,66.0,4706.233369258779,117265.0,,1.6819769698537974,316.0,GUM,71403.34532877871,
3147,Hawaii,US,2021-02-26 05:30:48,21.0943,-157.4983,31,0,0,,15.0,1986.337748045021,1080715.0,,1.5467216612146208,84000015.0,USA,76328.5805496542,
3148,Idaho,US,2021-02-26 05:30:48,44.2405,-114.4788,306,10,10,75493.0,16.0,9546.099330466435,635314.0,,1.0844397549752338,84000016.0,USA,35550.69345547028,
3149,Illinois,US,2021-02-26 05:30:48,40.3495,-88.9861,1884,32,32,,17.0,9321.675235153652,17895829.0,,1.9138589905741998,84000017.0,USA,141225.39294076205,
3150,Indiana,US,2021-02-26 05:30:48,39.8494,-86.2583,1084,27,27,,18.0,9790.635153134499,7902509.0,,1.8955375822868732,84000018.0,USA,117383.42142464465,
3151,Iowa,US,2021-02-26 05:30:48,42.0115,-93.2105,579,23,23,16989.0,19.0,10625.564567505633,1308496.0,,1.6221021107014593,84000019.0,USA,41472.80408992512,
3152,Kansas,US,2021-02-26 05:30:48,38.5266,-96.7265,26,0,0,,20.0,10133.305232460352,1248768.0,,1.5984960113815354,84000020.0,USA,42864.17461351575,
3153,Kentucky,US,2021-02-26 05:30:48,37.6681,-84.6701,1443,43,43,349921.0,21.0,8992.377015954391,3878912.0,,1.1375233354075918,84000021.0,USA,86821.75262155489,
3154,Louisiana,US,2021-02-26 05:30:48,31.1695,-91.8678,764,33,33,9665.0,22.0,9199.998967474145,5521097.0,,2.235502900472072,84000022.0,USA,118764.07085364505,
3155,Maine,US,2021-02-26 05:30:48,44.6939,-69.3819,218,24,24,30631.0,23.0,3282.071577995138,1607004.0,,1.5889206219683576,84000023.0,USA,119549.89242768256,
3156,Maryland,US,2021-02-26 05:30:48,39.0639,-76.8021,976,16,16,362026.0,24.0,6276.647126543251,7755974.0,,2.0568377667564417,84000024.0,USA,128289.52243585502,
