,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
23,Maine,US,2021-01-03 05:30:33,44.6939,-69.3819,343,6,6,13449.0,23.0,1878.0519739445858,1112457.0,,1.4181025945731829,84000023.0,USA,82759.04396032769,
24,Maryland,US,2021-01-03 05:30:33,39.0639,-76.8021,2952,25,25,267830.0,24.0,4683.856902780167,5807666.0,,2.1072073058328717,84000024.0,USA,96063.07313652064,
25,Massachusetts,US,2021-01-03 05:30:33,42.2302,-71.5301,9003,79,79,110007.0,25.0,5573.896739689486,11046093.0,,3.2541952881584466,84000025.0,USA,160262.43296520872,
26,Michigan,US,2021-01-03 05:30:33,43.3266,-84.5361,9500,288,288,161204.0,26.0,5388.291831954738,8122575.0,,2.4726780779787445,84000026.0,USA,81332.64549597536,
27,Minnesota,US,2021-01-03 05:30:33,45.6945,-93.9002,2530,54,54,14197.0,27.0,7408.852208796601,5387936.0,,1.3010013593980356,84000027.0,USA,95537.01376260012,
28,Mississippi,US,2021-01-03 05:30:33,32.7416,-89.6787,1891,24,24,48174.0,28.0,7401.410346054582,1347935.0,,2.197233483296032,84000028.0,USA,45291.24717882068,
29,Missouri,US,2021-01-03 05:30:33,38.4561,-92.2884,3368,4,4,,29.0,7305.780206301401,3679665.0,,1.2825973991217408,84000029.0,USA,59954.511889996924,
30,Montana,US,2021-01-03 05:30:33,46.9219,-110.4544,389,10,10,4999.0,30.0,7667.073985430089,792779.0,,1.1849555794200917,84000030.0,USA,74176.20871687104,
31,Nebraska,US,2021-01-03 05:30:33,41.1254,-98.2681,546,1,1,56888.0,31.0,8698.371801605452,1766104.0,,0.9919054807383724,84000031.0,USA,91299.456991493,
32,Nevada,US,2021-01-03 05:30:33,38.3135,-117.0554,1825,5,5,,32.0,7430.500273362778,2111559.0,,1.3754473043767013,84000032.0,USA,68553.6381923513,
33,New Hampshire,US,2021-01-03 05:30:33,43.4525,-71.5639,682,10,10,7898.0,33.0,3428.228498555943,1032929.0,,1.649718968550221,84000033.0,USA,75966.80471070691,
34,New Jersey,US,2021-01-03 05:30:33,40.2989,-74.521,6159,27,27,465440.0,34.0,6093.114423357302,7798225.0,,3.5452566694136385,84000034.0,USA,87796.19665870692,
35,New Mexico,US,2021-01-03 05:30:33,34.8405,-106.2485,1237,32,32,75272.0,35.0,6933.27877475941,1995329.0,,1.7430302863549756,84000035.0,USA,95159.35729618392,
36,New York,US,2021-01-03 05:30:33,42.1657,-74.9481,15849,120,120,869744.0,36.0,5200.410351606063,25706759.0,,3.7653768787098496,84000036.0,USA,132144.2331303765,
37,North Carolina,US,2021-01-03 05:30:33,35.6301,-79.8064,18892,144,144,148057.0,37.0,5324.490154731789,7079384.0,,1.2341589113901836,84000037.0,USA,67499.30683240143,
38,North Dakota,US,2021-01-03 05:30:33,47.5289,-99.78399999999999,121,1,1,1992.0,38.0,12189.428156764148,1290077.0,,1.4177907439902682,84000038.0,USA,169287.66950720546,
39,Northern Mariana Islands,US,2021-01-03 05:30:33,15.0979,145.6739,0,0,0,91.0,69.0,221.2389380530973,17551.0,,1.639344262295082,580.0,MNP,31827.57870303206,
40,Ohio,US,2021-01-03 05:30:33,40.3888,-82.7649,14293,153,153,127113.0,39.0,6114.012199399441,7819008.0,,1.9476040091062623,84000039.0,USA,66891.44587692808,
41,Oklahoma,US,2021-01-03 05:30:33,35.5653,-96.9289,5134,38,38,33975.0,40.0,7489.137524636901,2690373.0,,0.8527280887350132,84000040.0,USA,67990.71815284975,
42,Oregon,US,2021-01-03 05:30:33,44.571999999999996,-122.0709,2439,15,15,108986.0,41.0,2758.540895271564,2652670.0,,1.282359817100423,84000041.0,USA,62893.20552703974,
43,Pennsylvania,US,2021-01-03 05:30:33,40.5908,-77.2098,7895,28,28,195162.0,42.0,5194.2397388405825,7675010.0,,2.4471927888042395,84000042.0,USA,30829.584371616005,
44,Puerto Rico,US,2021-01-03 05:30:33,18.2208,-66.5901,878,5,5,8066.0,72.0,2440.1836869781514,1386825.0,,1.9581173330595905,630.0,PRI,43423.853381069064,
45,Rhode Island,US,2021-01-03 05:30:33,41.6809,-71.5118,0,13,13,80611.0,44.0,8302.080216281325,1974498.0,,2.225153213794358,84000044.0,USA,186385.75518638128,
46,South Carolina,US,2021-01-03 05:30:33,33.8569,-80.945,5211,89,89,154798.0,45.0,6073.710833423647,3204255.0,,1.7219987336833824,84000045.0,USA,62234.08408390911,
47,South Dakota,US,2021-01-03 05:30:33,44.2998,-99.4388,665,13,13,5733.0,46.0,11284.461018313272,373946.0,,1.5035711065922728,84000046.0,USA,42270.07242338573,
48,Tennessee,US,2021-01-03 05:30:33,35.7478,-86.6923,17330,63,63,74073.0,47.0,8846.340714118574,5718900.0,,1.1537213721504571,84000047.0,USA,83742.1919546932,
