,Province_State,Confirmed,Deaths,Recovered,Lat,Long_
18962,Washington,1106,31,31,47.4009,-121.4905
18963,West Virginia,883,47,47,38.4912,-80.9545
18964,Wisconsin,4733,49,49,44.2685,-89.6165
18965,Wyoming,213,0,0,42.756,-107.3025
18966,Alabama,398,13,13,32.3182,-86.9023
18967,Alaska,0,0,0,61.3707,-152.4044
18968,American Samoa,0,0,0,-14.271,-170.132
18969,Arizona,3349,75,75,33.7298,-111.4312
18970,Arkansas,579,9,9,34.9697,-92.3731
18971,California,105,5,5,36.1162,-119.6816
18972,Colorado,3055,17,17,39.0598,-105.3111
18973,Connecticut,0,0,0,41.5978,-72.7554
18974,Delaware,491,9,9,39.3185,-75.5071
18975,Diamond Princess,0,0,0,,
18976,District of Columbia,0,0,0,38.8974,-77.0268
18977,Florida,0,0,0,27.7663,-81.6868
18978,Georgia,0,0,0,33.0406,-83.6431
18979,Grand Princess,0,0,0,,
18980,Guam,9,0,0,13.4443,144.7937
18981,Hawaii,77,6,6,21.0943,-157.4983
18982,Idaho,0,0,0,44.2405,-114.4788
18983,Illinois,0,0,0,40.3495,-88.9861
18984,Indiana,0,0,0,39.8494,-86.2583
18985,Iowa,0,0,0,42.0115,-93.2105
18986,Kansas,894,3,3,38.5266,-96.7265
18987,Kentucky,2053,24,24,37.6681,-84.6701
18988,Louisiana,0,0,0,31.1695,-91.8678
18989,Maine,548,0,0,44.6939,-69.3819
18990,Maryland,0,0,0,39.0639,-76.8021
18991,Massachusetts,0,0,0,42.2302,-71.5301
18992,Michigan,0,0,0,43.3266,-84.5361
18993,Minnesota,0,0,0,45.6945,-93.9002
18994,Mississippi,0,0,0,32.7416,-89.6787
18995,Missouri,93,0,0,38.4561,-92.2884
18996,Montana,0,0,0,46.9219,-110.4544
18997,Nebraska,0,0,0,41.1254,-98.2681
18998,Nevada,0,0,0,38.3135,-117.0554
18999,New Hampshire,0,0,0,43.4525,-71.5639
19000,New Jersey,2851,16,16,40.2989,-74.521
19001,New Mexico,0,0,0,34.8405,-106.2485
19002,New York,7091,24,24,42.1657,-74.9481
19003,North Carolina,0,0,0,35.6301,-79.8064
19004,North Dakota,708,7,7,47.5289,-99.784
19005,Northern Mariana Islands,0,0,0,15.0979,145.6739
19006,Ohio,0,64,64,40.3888,-82.7649
19007,Oklahoma,0,0,0,35.5653,-96.9289
19008,Oregon,0,0,0,44.572,-122.0709
19009,Pennsylvania,5950,146,146,40.5908,-77.2098
19010,Puerto Rico,137,0,0,18.2208,-66.5901
19011,Rhode Island,0,0,0,41.6809,-71.5118
19012,South Carolina,-22,-1,-1,33.8569,-80.945
19013,South Dakota,0,0,0,44.2998,-99.4388
19014,Tennessee,0,0,0,35.7478,-86.6923
19015,Texas,304,0,0,31.0545,-97.5635
19016,Utah,0,0,0,40.15,-111.8624
19017,Vermont,0,0,0,44.0459,-72.7107
19018,Virgin Islands,0,0,0,18.3358,-64.8963
19019,Virginia,1781,19,19,37.7693,-78.17
19020,Washington,0,0,0,47.4009,-121.4905
19021,West Virginia,0,0,0,38.4912,-80.9545
19022,Wisconsin,4309,18,18,44.2685,-89.6165
19023,Wyoming,0,0,0,42.756,-107.3025
19024,Alabama,0,0,0,32.3182,-86.9023
19025,Alaska,626,7,7,61.3707,-152.4044
19026,American Samoa,0,0,0,-14.271,-170.132
19027,Arizona,3322,4,4,33.7298,-111.4312
19028,Arkansas,303,0,0,34.9697,-92.3731
19029,California,2228,31,31,36.1162,-119.6816
19030,Colorado,1428,19,19,39.0598,-105.3111
19031,Connecticut,1900,0,0,41.5978,-72.7554
19032,Delaware,510,0,0,39.3185,-75.5071
19033,Diamond Princess,0,0,0,,
19034,District of Columbia,0,0,0,38.8974,-77.0268
19035,Florida,0,0,0,27.7663,-81.6868
19036,Georgia,0,0,0,33.0406,-83.6431
19037,Grand Princess,0,0,0,,
19038,Guam,0,0,0,13.4443,144.7937
19039,Hawaii,27,1,1,21.0943,-157.4983
19040,Idaho,391,0,0,44.2405,-114.4788
19041,Illinois,0,0,0,40.3495,-88.9861
19042,Indiana,0,0,0,39.8494,-86.2583
19043,Iowa,0,0,0,42.0115,-93.2105
19044,Kansas,0,0,0,38.5266,-96.7265
19045,Kentucky,770,33,33,37.6681,-84.6701
19046,Louisiana,0,0,0,31.1695,-91.8678
19047,Maine,0,0,0,44.6939,-69.3819
19048,Maryland,0,0,0,39.0639,-76.8021
19049,Massachusetts,5298,22,22,42.2302,-71.5301
19050,Michigan,0,0,0,43.3266,-84.5361
19051,Minnesota,4130,56,56,45.6945,-93.9002
19052,Mississippi,0,0,0,32.7416,-89.6787
19053,Missouri,0,0,0,38.4561,-92.2884
19054,Montana,393,19,19,46.9219,-110.4544
19055,Nebraska,0,0,0,41.1254,-98.2681
19056,Nevada,0,0,0,38.3135,-117.0554
19057,New Hampshire,0,0,0,43.4525,-71.5639
19058,New Jersey,2144,3,3,40.2989,-74.521
19059,New Mexico,0,0,0,34.8405,-106.2485
19060,New York,7816,21,21,42.1657,-74.9481
19061,North Carolina,0,0,0,35.6301,-79.8064
19062,North Dakota,174,0,0,47.5289,-99.784
19063,Northern Mariana Islands,0,0,0,15.0979,145.6739
19064,Ohio,9143,63,63,40.3888,-82.7649
19065,Oklahoma,0,0,0,35.5653,-96.9289
19066,Oregon,0,0,0,44.572,-122.0709
19067,Pennsylvania,6122,0,0,40.5908,-77.2098
19068,Puerto Rico,104,0,0,18.2208,-66.5901
19069,Rhode Island,0,0,0,41.6809,-71.5118
19070,South Carolina,738,36,36,33.8569,-80.945
19071,South Dakota,0,0,0,44.2998,-99.4388
19072,Tennessee,0,0,0,35.7478,-86.6923
19073,Texas,40,0,0,31.0545,-97.5635
19074,Utah,2415,17,17,40.15,-111.8624
19075,Vermont,0,0,0,44.0459,-72.7107
19076,Virgin Islands,0,0,0,18.3358,-64.8963
19077,Virginia,1267,19,19,37.7693,-78.17
19078,Washington,0,0,0,47.4009,-121.4905
19079,West Virginia,0,0,0,38.4912,-80.9545
19080,Wisconsin,753,4,4,44.2685,-89.6165
19081,Wyoming,0,0,0,42.756,-107.3025
19082,Alabama,357,0,0,32.3182,-86.9023
19083,Alaska,0,0,0,61.3707,-152.4044
19084,American Samoa,0,0,0,-14.271,-170.132
19085,Arizona,3655,47,47,33.7298,-111.4312
19086,Arkansas,507,1,1,34.9697,-92.3731
19087,California,802,23,23,36.1162,-119.6816
19088,Colorado,0,0,0,39.0598,-105.3111
19089,Connecticut,0,0,0,41.5978,-72.7554
19090,Delaware,242,0,0,39.3185,-75.5071
19091,Diamond Princess,0,0,0,,
19092,District of Columbia,0,0,0,38.8974,-77.0268
19093,Florida,0,0,0,27.7663,-81.6868
19094,Georgia,0,0,0,33.0406,-83.6431
19095,Grand Princess,0,0,0,,
19096,Guam,8,0,0,13.4443,144.7937
19097,Hawaii,135,0,0,21.0943,-157.4983
19098,Idaho,238,8,8,44.2405,-114.4788
19099,Illinois,0,0,0,40.3495,-88.9861
19100,Indiana,0,0,0,39.8494,-86.2583
19101,Iowa,0,0,0,42.0115,-93.2105
19102,Kansas,0,0,0,38.5266,-96.7265
19103,Kentucky,752,25,25,37.6681,-84.6701
19104,Louisiana,0,0,0,31.1695,-91.8678
19105,Maine,0,0,0,44.6939,-69.3819
19106,Maryland,2803,30,30,39.0639,-76.8021
19107,Massachusetts,0,0,0,42.2302,-71.5301
19108,Michigan,0,0,0,43.3266,-84.5361
19109,Minnesota,0,0,0,45.6945,-93.9002
19110,Mississippi,0,0,0,32.7416,-89.6787
19111,Missouri,699,3,3,38.4561,-92.2884
19112,Montana,0,0,0,46.9219,-110.4544
19113,Nebraska,0,0,0,41.1254,-98.2681
19114,Nevada,0,0,0,38.3135,-117.0554
19115,New Hampshire,0,0,0,43.4525,-71.5639
19116,New Jersey,1990,9,9,40.2989,-74.521
19117,New Mexico,0,0,0,34.8405,-106.2485
19118,New York,3458,58,58,42.1657,-74.9481
19119,North Carolina,0,0,0,35.6301,-79.8064
19120,North Dakota,369,2,2,47.5289,-99.784
19121,Northern Mariana Islands,0,0,0,15.0979,145.6739
19122,Ohio,4222,80,80,40.3888,-82.7649
19123,Oklahoma,0,0,0,35.5653,-96.9289
19124,Oregon,0,0,0,44.572,-122.0709
19125,Pennsylvania,5143,4,4,40.5908,-77.2098
19126,Puerto Rico,75,2,2,18.2208,-66.5901
19127,Rhode Island,0,0,0,41.6809,-71.5118
19128,South Carolina,0,0,0,33.8569,-80.945
19129,South Dakota,0,0,0,44.2998,-99.4388
19130,Tennessee,0,0,0,35.7478,-86.6923
19131,Texas,37,0,0,31.0545,-97.5635
19132,Utah,0,0,0,40.15,-111.8624
19133,Vermont,0,0,0,44.0459,-72.7107
19134,Virgin Islands,0,0,0,18.3358,-64.8963
19135,Virginia,0,0,0,37.7693,-78.17
19136,Washington,0,0,0,47.4009,-121.4905
19137,West Virginia,0,0,0,38.4912,-80.9545
19138,Wisconsin,0,0,0,44.2685,-89.6165
19139,Wyoming,0,0,0,42.756,-107.3025
19140,Alabama,157,0,0,32.3182,-86.9023
19141,Alaska,0,0,0,61.3707,-152.4044
19142,American Samoa,0,0,0,-14.271,-170.132
19143,Arizona,2274,5,5,33.7298,-111.4312
19144,Arkansas,374,0,0,34.9697,-92.3731
19145,California,14837,7,7,36.1162,-119.6816
19146,Colorado,0,0,0,39.0598,-105.3111
19147,Connecticut,0,0,0,41.5978,-72.7554
19148,Delaware,263,0,0,39.3185,-75.5071
19149,Diamond Princess,0,0,0,,
19150,District of Columbia,0,0,0,38.8974,-77.0268
19151,Florida,0,0,0,27.7663,-81.6868
19152,Georgia,0,0,0,33.0406,-83.6431
19153,Grand Princess,0,0,0,,
19154,Guam,0,0,0,13.4443,144.7937
19155,Hawaii,169,3,3,21.0943,-157.4983
19156,Idaho,0,0,0,44.2405,-114.4788
19157,Illinois,0,0,0,40.3495,-88.9861
19158,Indiana,0,0,0,39.8494,-86.2583
19159,Iowa,3999,0,0,42.0115,-93.2105
19160,Kansas,0,0,0,38.5266,-96.7265
19161,Kentucky,1043,22,22,37.6681,-84.6701
19162,Louisiana,0,0,0,31.1695,-91.8678
19163,Maine,0,0,0,44.6939,-69.3819
19164,Maryland,838,8,8,39.0639,-76.8021
19165,Massachusetts,0,0,0,42.2302,-71.5301
19166,Michigan,0,0,0,43.3266,-84.5361
19167,Minnesota,0,0,0,45.6945,-93.9002
19168,Mississippi,0,0,0,32.7416,-89.6787
19169,Missouri,212,1,1,38.4561,-92.2884
19170,Montana,0,0,0,46.9219,-110.4544
19171,Nebraska,2538,14,14,41.1254,-98.2681
19172,Nevada,0,0,0,38.3135,-117.0554
19173,New Hampshire,0,0,0,43.4525,-71.5639
19174,New Jersey,1869,4,4,40.2989,-74.521
19175,New Mexico,0,0,0,34.8405,-106.2485
19176,New York,4828,27,27,42.1657,-74.9481
19177,North Carolina,0,0,0,35.6301,-79.8064
19178,North Dakota,209,1,1,47.5289,-99.784
19179,Northern Mariana Islands,0,0,0,15.0979,145.6739
19180,Ohio,4245,76,76,40.3888,-82.7649
19181,Oklahoma,0,0,0,35.5653,-96.9289
19182,Oregon,0,0,0,44.572,-122.0709
19183,Pennsylvania,4159,32,32,40.5908,-77.2098
19184,Puerto Rico,39,1,1,18.2208,-66.5901
19185,Rhode Island,0,0,0,41.6809,-71.5118
19186,South Carolina,0,0,0,33.8569,-80.945
19187,South Dakota,0,0,0,44.2998,-99.4388
19188,Tennessee,0,0,0,35.7478,-86.6923
19189,Texas,0,0,0,31.0545,-97.5635
19190,Utah,0,0,0,40.15,-111.8624
19191,Vermont,0,0,0,44.0459,-72.7107
19192,Virgin Islands,0,0,0,18.3358,-64.8963
19193,Virginia,0,0,0,37.7693,-78.17
19194,Washington,0,0,0,47.4009,-121.4905
19195,West Virginia,0,0,0,38.4912,-80.9545
19196,Wisconsin,0,0,0,44.2685,-89.6165
19197,Wyoming,0,0,0,42.756,-107.3025
19198,Alabama,176,1,1,32.3182,-86.9023
19199,Alaska,722,1,1,61.3707,-152.4044
19200,American Samoa,0,0,0,-14.271,-170.132
19201,Arizona,1961,1,1,33.7298,-111.4312
19202,Arkansas,207,2,2,34.9697,-92.3731
19203,California,5644,208,208,36.1162,-119.6816
19204,Colorado,4956,51,51,39.0598,-105.3111
19205,Connecticut,2312,-1,-1,41.5978,-72.7554
19206,Delaware,234,0,0,39.3185,-75.5071
19207,Diamond Princess,0,0,0,,
19208,District of Columbia,347,0,0,38.8974,-77.0268
19209,Florida,0,391,391,27.7663,-81.6868
19210,Georgia,3504,113,113,33.0406,-83.6431
19211,Grand Princess,0,0,0,,
19212,Guam,16,0,0,13.4443,144.7937
19213,Hawaii,71,0,0,21.0943,-157.4983
19214,Idaho,447,22,22,44.2405,-114.4788
19215,Illinois,19261,78,78,40.3495,-88.9861
19216,Indiana,12640,52,52,39.8494,-86.2583
19217,Iowa,0,0,0,42.0115,-93.2105
19218,Kansas,4068,13,13,38.5266,-96.7265
19219,Kentucky,933,14,14,37.6681,-84.6701
19220,Louisiana,1254,17,17,31.1695,-91.8678
19221,Maine,259,4,4,44.6939,-69.3819
19222,Maryland,762,4,4,39.0639,-76.8021
19223,Massachusetts,5790,22,22,42.2302,-71.5301
19224,Michigan,27823,155,155,43.3266,-84.5361
19225,Minnesota,4510,44,44,45.6945,-93.9002
19226,Mississippi,990,2,2,32.7416,-89.6787
19227,Missouri,5596,8,8,38.4561,-92.2884
19228,Montana,353,7,7,46.9219,-110.4544
19229,Nebraska,488,0,0,41.1254,-98.2681
19230,Nevada,1823,13,13,38.3135,-117.0554
19231,New Hampshire,4576,11,11,43.4525,-71.5639
19232,New Jersey,2241,9,9,40.2989,-74.521
19233,New Mexico,5048,45,45,34.8405,-106.2485
19234,New York,7601,49,49,42.1657,-74.9481
19235,North Carolina,8172,38,38,35.6301,-79.8064
19236,North Dakota,151,0,0,47.5289,-99.784
19237,Northern Mariana Islands,0,0,0,15.0979,145.6739
19238,Ohio,5731,40,40,40.3888,-82.7649
19239,Oklahoma,3820,56,56,35.5653,-96.9289
19240,Oregon,2581,26,26,44.572,-122.0709
19241,Pennsylvania,5252,25,25,40.5908,-77.2098
19242,Puerto Rico,63,0,0,18.2208,-66.5901
19243,Rhode Island,2414,12,12,41.6809,-71.5118
19244,South Carolina,2149,20,20,33.8569,-80.945
19245,South Dakota,575,8,8,44.2998,-99.4388
19246,Tennessee,4257,33,33,35.7478,-86.6923
19247,Texas,8175,149,149,31.0545,-97.5635
19248,Utah,2476,21,21,40.15,-111.8624
19249,Vermont,1681,4,4,44.0459,-72.7107
19250,Virgin Islands,21,1,1,18.3358,-64.8963
19251,Virginia,3470,49,49,37.7693,-78.17
19252,Washington,4918,49,49,47.4009,-121.4905
19253,West Virginia,3105,20,20,38.4912,-80.9545
19254,Wisconsin,6580,11,11,44.2685,-89.6165
19255,Wyoming,560,0,0,42.756,-107.3025
19256,Alabama,477,3,3,32.3182,-86.9023
19257,Alaska,187,2,2,61.3707,-152.4044
19258,American Samoa,0,0,0,-14.271,-170.132
19259,Arizona,2971,77,77,33.7298,-111.4312
19260,Arkansas,1044,12,12,34.9697,-92.3731
19261,California,5724,106,106,36.1162,-119.6816
19262,Colorado,2622,42,42,39.0598,-105.3111
19263,Connecticut,907,41,41,41.5978,-72.7554
19264,Delaware,286,5,5,39.3185,-75.5071
19265,Diamond Princess,0,0,0,,
19266,District of Columbia,55,0,0,38.8974,-77.0268
19267,Florida,8892,10,10,27.7663,-81.6868
19268,Georgia,1461,39,39,33.0406,-83.6431
19269,Grand Princess,0,0,0,,
19270,Guam,20,0,0,13.4443,144.7937
19271,Hawaii,79,0,0,21.0943,-157.4983
19272,Idaho,636,8,8,44.2405,-114.4788
19273,Illinois,5714,23,23,40.3495,-88.9861
19274,Indiana,4057,119,119,39.8494,-86.2583
19275,Iowa,2600,0,0,42.0115,-93.2105
19276,Kansas,0,0,0,38.5266,-96.7265
19277,Kentucky,2517,30,30,37.6681,-84.6701
19278,Louisiana,589,7,7,31.1695,-91.8678
19279,Maine,914,17,17,44.6939,-69.3819
19280,Maryland,1244,16,16,39.0639,-76.8021
19281,Massachusetts,3602,31,31,42.2302,-71.5301
19282,Michigan,0,0,0,43.3266,-84.5361
19283,Minnesota,12631,0,0,45.6945,-93.9002
19284,Mississippi,549,21,21,32.7416,-89.6787
19285,Missouri,2688,53,53,38.4561,-92.2884
19286,Montana,588,33,33,46.9219,-110.4544
19287,Nebraska,1444,9,9,41.1254,-98.2681
19288,Nevada,840,32,32,38.3135,-117.0554
19289,New Hampshire,957,22,22,43.4525,-71.5639
19290,New Jersey,3251,42,42,40.2989,-74.521
19291,New Mexico,1125,12,12,34.8405,-106.2485
19292,New York,6659,57,57,42.1657,-74.9481
19293,North Carolina,1755,26,26,35.6301,-79.8064
19294,North Dakota,841,15,15,47.5289,-99.784
19295,Northern Mariana Islands,0,0,0,15.0979,145.6739
19296,Ohio,6745,62,62,40.3888,-82.7649
19297,Oklahoma,887,10,10,35.5653,-96.9289
19298,Oregon,1033,19,19,44.572,-122.0709
19299,Pennsylvania,5766,113,113,40.5908,-77.2098
19300,Puerto Rico,15,1,1,18.2208,-66.5901
19301,Rhode Island,788,5,5,41.6809,-71.5118
19302,South Carolina,488,1,1,33.8569,-80.945
19303,South Dakota,1341,6,6,44.2998,-99.4388
19304,Tennessee,2196,41,41,35.7478,-86.6923
19305,Texas,6591,74,74,31.0545,-97.5635
19306,Utah,1195,20,20,40.15,-111.8624
19307,Vermont,213,0,0,44.0459,-72.7107
19308,Virgin Islands,0,1,1,18.3358,-64.8963
19309,Virginia,1907,26,26,37.7693,-78.17
19310,Washington,1396,46,46,47.4009,-121.4905
19311,West Virginia,780,31,31,38.4912,-80.9545
19312,Wisconsin,5912,50,50,44.2685,-89.6165
19313,Wyoming,265,81,81,42.756,-107.3025
19314,Alabama,536,24,24,32.3182,-86.9023
19315,Alaska,327,1,1,61.3707,-152.4044
19316,American Samoa,0,0,0,-14.271,-170.132
19317,Arizona,3163,43,43,33.7298,-111.4312
19318,Arkansas,930,20,20,34.9697,-92.3731
19319,California,5352,88,88,36.1162,-119.6816
19320,Colorado,3188,83,83,39.0598,-105.3111
19321,Connecticut,1093,4,4,41.5978,-72.7554
19322,Delaware,572,1,1,39.3185,-75.5071
19323,Diamond Princess,0,0,0,,
19324,District of Columbia,135,0,0,38.8974,-77.0268
19325,Florida,0,0,0,27.7663,-81.6868
19326,Georgia,1654,61,61,33.0406,-83.6431
19327,Grand Princess,0,0,0,,
19328,Guam,15,3,3,13.4443,144.7937
19329,Hawaii,108,8,8,21.0943,-157.4983
19330,Idaho,716,20,20,44.2405,-114.4788
19331,Illinois,6119,45,45,40.3495,-88.9861
19332,Indiana,6004,64,64,39.8494,-86.2583
19333,Iowa,2763,91,91,42.0115,-93.2105
19334,Kansas,4420,20,20,38.5266,-96.7265
19335,Kentucky,3299,44,44,37.6681,-84.6701
19336,Louisiana,943,7,7,31.1695,-91.8678
19337,Maine,938,3,3,44.6939,-69.3819
19338,Maryland,1142,14,14,39.0639,-76.8021
19339,Massachusetts,5303,26,26,42.2302,-71.5301
19340,Michigan,19900,399,399,43.3266,-84.5361
19341,Minnesota,3572,100,100,45.6945,-93.9002
19342,Mississippi,468,2,2,32.7416,-89.6787
19343,Missouri,3121,12,12,38.4561,-92.2884
19344,Montana,581,51,51,46.9219,-110.4544
19345,Nebraska,1384,3,3,41.1254,-98.2681
19346,Nevada,726,15,15,38.3135,-117.0554
19347,New Hampshire,1339,9,9,43.4525,-71.5639
19348,New Jersey,3188,19,19,40.2989,-74.521
19349,New Mexico,1825,12,12,34.8405,-106.2485
19350,New York,9373,59,59,42.1657,-74.9481
19351,North Carolina,3039,36,36,35.6301,-79.8064
19352,North Dakota,682,6,6,47.5289,-99.784
19353,Northern Mariana Islands,0,0,0,15.0979,145.6739
19354,Ohio,8944,41,41,40.3888,-82.7649
19355,Oklahoma,585,36,36,35.5653,-96.9289
19356,Oregon,1098,25,25,44.572,-122.0709
19357,Pennsylvania,7606,100,100,40.5908,-77.2098
19358,Puerto Rico,157,0,0,18.2208,-66.5901
19359,Rhode Island,978,3,3,41.6809,-71.5118
19360,South Carolina,863,23,23,33.8569,-80.945
19361,South Dakota,936,15,15,44.2998,-99.4388
19362,Tennessee,2188,155,155,35.7478,-86.6923
19363,Texas,5240,100,100,31.0545,-97.5635
19364,Utah,2297,17,17,40.15,-111.8624
19365,Vermont,496,3,3,44.0459,-72.7107
19366,Virgin Islands,3,0,0,18.3358,-64.8963
19367,Virginia,2413,20,20,37.7693,-78.17
19368,Washington,0,0,0,47.4009,-121.4905
19369,West Virginia,1155,27,27,38.4912,-80.9545
19370,Wisconsin,5446,43,43,44.2685,-89.6165
19371,Wyoming,186,0,0,42.756,-107.3025
19372,Alabama,767,14,14,32.3182,-86.9023
19373,Alaska,344,2,2,61.3707,-152.4044
19374,American Samoa,0,0,0,-14.271,-170.132
19375,Arizona,4012,33,33,33.7298,-111.4312
19376,Arkansas,1226,6,6,34.9697,-92.3731
19377,California,8330,108,108,36.1162,-119.6816
19378,Colorado,3113,60,60,39.0598,-105.3111
19379,Connecticut,1627,0,0,41.5978,-72.7554
19380,Delaware,651,3,3,39.3185,-75.5071
19381,Diamond Princess,0,0,0,,
19382,District of Columbia,126,1,1,38.8974,-77.0268
19383,Florida,0,82,82,27.7663,-81.6868
19384,Georgia,1520,39,39,33.0406,-83.6431
19385,Grand Princess,0,0,0,,
19386,Guam,13,0,0,13.4443,144.7937
19387,Hawaii,126,1,1,21.0943,-157.4983
19388,Idaho,594,0,0,44.2405,-114.4788
19389,Illinois,11524,40,40,40.3495,-88.9861
19390,Indiana,5546,31,31,39.8494,-86.2583
19391,Iowa,1839,0,0,42.0115,-93.2105
19392,Kansas,133,0,0,38.5266,-96.7265
19393,Kentucky,2790,40,40,37.6681,-84.6701
19394,Louisiana,473,6,6,31.1695,-91.8678
19395,Maine,852,3,3,44.6939,-69.3819
19396,Maryland,1828,9,9,39.0639,-76.8021
19397,Massachusetts,5679,32,32,42.2302,-71.5301
19398,Michigan,0,0,0,43.3266,-84.5361
19399,Minnesota,5307,72,72,45.6945,-93.9002
19400,Mississippi,569,3,3,32.7416,-89.6787
19401,Missouri,5188,2441,2441,38.4561,-92.2884
19402,Montana,332,17,17,46.9219,-110.4544
19403,Nebraska,1305,10,10,41.1254,-98.2681
19404,Nevada,880,18,18,38.3135,-117.0554
19405,New Hampshire,1378,7,7,43.4525,-71.5639
19406,New Jersey,4462,11,11,40.2989,-74.521
19407,New Mexico,2046,14,14,34.8405,-106.2485
19408,New York,11359,50,50,42.1657,-74.9481
19409,North Carolina,3780,31,31,35.6301,-79.8064
19410,North Dakota,589,9,9,47.5289,-99.784
19411,Northern Mariana Islands,0,0,0,15.0979,145.6739
19412,Ohio,9131,57,57,40.3888,-82.7649
19413,Oklahoma,1620,0,0,35.5653,-96.9289
19414,Oregon,1035,42,42,44.572,-122.0709
19415,Pennsylvania,9143,128,128,40.5908,-77.2098
19416,Puerto Rico,184,1,1,18.2208,-66.5901
19417,Rhode Island,973,4,4,41.6809,-71.5118
19418,South Carolina,1127,36,36,33.8569,-80.945
19419,South Dakota,615,6,6,44.2998,-99.4388
19420,Tennessee,2458,100,100,35.7478,-86.6923
19421,Texas,4293,105,105,31.0545,-97.5635
19422,Utah,1981,0,0,40.15,-111.8624
19423,Vermont,624,1,1,44.0459,-72.7107
19424,Virgin Islands,11,0,0,18.3358,-64.8963
19425,Virginia,2472,11,11,37.7693,-78.17
19426,Washington,4451,77,77,47.4009,-121.4905
19427,West Virginia,1466,50,50,38.4912,-80.9545
19428,Wisconsin,6157,47,47,44.2685,-89.6165
19429,Wyoming,285,0,0,42.756,-107.3025
19430,Alabama,595,15,15,32.3182,-86.9023
19431,Alaska,317,0,0,61.3707,-152.4044
19432,American Samoa,0,0,0,-14.271,-170.132
19433,Arizona,5236,14,14,33.7298,-111.4312
19434,Arkansas,1174,6,6,34.9697,-92.3731
19435,California,3503,112,112,36.1162,-119.6816
19436,Colorado,2849,8,8,39.0598,-105.3111
19437,Connecticut,863,16,16,41.5978,-72.7554
19438,Delaware,736,12,12,39.3185,-75.5071
19439,Diamond Princess,0,0,0,,
19440,District of Columbia,257,0,0,38.8974,-77.0268
19441,Florida,10663,71,71,27.7663,-81.6868
19442,Georgia,1245,45,45,33.0406,-83.6431
19443,Grand Princess,0,0,0,,
19444,Guam,12,0,0,13.4443,144.7937
19445,Hawaii,125,1,1,21.0943,-157.4983
19446,Idaho,514,20,20,44.2405,-114.4788
19447,Illinois,7558,36,36,40.3495,-88.9861
19448,Indiana,5600,60,60,39.8494,-86.2583
19449,Iowa,0,0,0,42.0115,-93.2105
19450,Kansas,124,0,0,38.5266,-96.7265
19451,Kentucky,2801,64,64,37.6681,-84.6701
19452,Louisiana,479,12,12,31.1695,-91.8678
19453,Maine,790,2,2,44.6939,-69.3819
19454,Maryland,1700,11,11,39.0639,-76.8021
19455,Massachusetts,5765,27,27,42.2302,-71.5301
19456,Michigan,22372,310,310,43.3266,-84.5361
19457,Minnesota,5682,62,62,45.6945,-93.9002
19458,Mississippi,296,6,6,32.7416,-89.6787
19459,Missouri,473,10,10,38.4561,-92.2884
19460,Montana,311,0,0,46.9219,-110.4544
19461,Nebraska,1418,12,12,41.1254,-98.2681
19462,Nevada,708,20,20,38.3135,-117.0554
19463,New Hampshire,1613,7,7,43.4525,-71.5639
19464,New Jersey,4463,14,14,40.2989,-74.521
19465,New Mexico,2385,14,14,34.8405,-106.2485
19466,New York,11218,52,52,42.1657,-74.9481
19467,North Carolina,3720,18,18,35.6301,-79.8064
19468,North Dakota,523,5,5,47.5289,-99.784
19469,Northern Mariana Islands,0,0,0,15.0979,145.6739
19470,Ohio,9584,54,54,40.3888,-82.7649
19471,Oklahoma,1288,50,50,35.5653,-96.9289
19472,Oregon,1337,15,15,44.572,-122.0709
19473,Pennsylvania,10127,97,97,40.5908,-77.2098
19474,Puerto Rico,162,1,1,18.2208,-66.5901
19475,Rhode Island,1144,2,2,41.6809,-71.5118
19476,South Carolina,1411,3,3,33.8569,-80.945
19477,South Dakota,512,2,2,44.2998,-99.4388
19478,Tennessee,2192,102,102,35.7478,-86.6923
19479,Texas,4081,74,74,31.0545,-97.5635
19480,Utah,1873,19,19,40.15,-111.8624
19481,Vermont,495,2,2,44.0459,-72.7107
19482,Virgin Islands,5,0,0,18.3358,-64.8963
19483,Virginia,2598,12,12,37.7693,-78.17
19484,Washington,1919,33,33,47.4009,-121.4905
19485,West Virginia,1244,17,17,38.4912,-80.9545
19486,Wisconsin,5302,39,39,44.2685,-89.6165
19487,Wyoming,252,0,0,42.756,-107.3025
19488,Alabama,478,13,13,32.3182,-86.9023
19489,Alaska,0,0,0,61.3707,-152.4044
19490,American Samoa,0,0,0,-14.271,-170.132
19491,Arizona,6043,164,164,33.7298,-111.4312
19492,Arkansas,805,22,22,34.9697,-92.3731
19493,California,2478,19,19,36.1162,-119.6816
19494,Colorado,0,0,0,39.0598,-105.3111
19495,Connecticut,0,0,0,41.5978,-72.7554
19496,Delaware,773,0,0,39.3185,-75.5071
19497,Diamond Princess,0,0,0,,
19498,District of Columbia,0,0,0,38.8974,-77.0268
19499,Florida,0,0,0,27.7663,-81.6868
19500,Georgia,0,0,0,33.0406,-83.6431
19501,Grand Princess,0,0,0,,
19502,Guam,8,0,0,13.4443,144.7937
19503,Hawaii,124,4,4,21.0943,-157.4983
19504,Idaho,200,1,1,44.2405,-114.4788
19505,Illinois,0,0,0,40.3495,-88.9861
19506,Indiana,0,0,0,39.8494,-86.2583
19507,Iowa,4563,0,0,42.0115,-93.2105
19508,Kansas,4502,25,25,38.5266,-96.7265
